person1_id,person2_id,interaction_type,infection_probability
22696,43365,shared_space,0.08
46618,49096,shared_space,0.09
21511,24369,shared_space,0.22
6724,38124,close_contact,0.2
18424,37380,shared_space,0.21
60,20821,close_contact,0.16
725,9821,close_contact,0.13
26687,44229,shared_space,0.24
8399,29769,shared_space,0.21
38006,4221,close_contact,0.21
17,34899,shared_space,0.19
5471,35805,close_contact,0.18
4284,19938,shared_space,0.19
10146,38210,shared_space,0.19
39017,38298,shared_space,0.22
49296,11605,close_contact,0.08
36785,17578,close_contact,0.09
28390,36883,shared_space,0.19
27511,8095,shared_space,0.07
3607,29437,close_contact,0.14
446,35815,shared_space,0.1
16646,38069,shared_space,0.24
44217,3792,shared_space,0.24
41529,39860,shared_space,0.07
30779,18801,shared_space,0.18
33160,19951,shared_space,0.06
18170,19989,close_contact,0.06
39717,2146,shared_space,0.2
4028,10349,shared_space,0.23
2569,3942,shared_space,0.07
25271,2517,close_contact,0.16
2065,14197,shared_space,0.2
39195,178,close_contact,0.19
45849,26493,shared_space,0.1
46687,37524,close_contact,0.08
15702,15045,close_contact,0.2
3467,39421,close_contact,0.21
2356,46297,close_contact,0.23
5487,6203,shared_space,0.11
32013,17607,shared_space,0.15
7455,14350,shared_space,0.16
5728,17140,close_contact,0.22
3404,44709,shared_space,0.16
28782,22679,shared_space,0.18
43160,3648,close_contact,0.22
46122,18469,shared_space,0.24
38705,16894,shared_space,0.1
44156,18139,close_contact,0.16
13704,31175,close_contact,0.17
43324,11694,close_contact,0.08
33500,31405,close_contact,0.23
17132,24411,close_contact,0.16
28956,16355,shared_space,0.15
16495,45191,shared_space,0.14
10839,1838,close_contact,0.14
45278,42036,close_contact,0.1
20147,49845,shared_space,0.14
11725,1351,close_contact,0.19
21506,42551,close_contact,0.16
22943,15590,close_contact,0.07
11747,16493,shared_space,0.22
23735,19077,close_contact,0.14
31393,42673,close_contact,0.15
42040,40689,shared_space,0.21
20012,43208,close_contact,0.23
8895,18601,shared_space,0.14
14421,29815,shared_space,0.08
37017,1787,shared_space,0.22
31795,42472,shared_space,0.12
27295,46111,close_contact,0.25
37764,40936,close_contact,0.09
34604,21422,close_contact,0.09
43338,44618,shared_space,0.17
41442,13382,close_contact,0.08
23694,28101,shared_space,0.24
27566,1518,shared_space,0.23
22343,2822,close_contact,0.18
17708,38266,close_contact,0.1
26364,37205,close_contact,0.11
17442,47086,close_contact,0.18
7428,45099,shared_space,0.1
16124,39880,shared_space,0.09
937,37290,close_contact,0.2
24698,399,close_contact,0.17
42973,38871,close_contact,0.11
36862,43536,close_contact,0.18
27904,4853,shared_space,0.09
35127,39244,shared_space,0.17
25144,28189,close_contact,0.24
43203,23943,shared_space,0.07
45207,12633,close_contact,0.17
35246,28251,close_contact,0.13
27066,18550,close_contact,0.07
4908,34370,shared_space,0.23
10572,33338,close_contact,0.19
21739,10037,close_contact,0.11
33775,8855,shared_space,0.21
46956,45843,shared_space,0.24
2912,42500,close_contact,0.12
7981,40376,close_contact,0.18
44054,46839,close_contact,0.18
45230,18411,shared_space,0.13
27287,11659,shared_space,0.18
29110,30263,close_contact,0.2
26622,34774,shared_space,0.18
36791,2443,shared_space,0.06
30469,37561,close_contact,0.18
1416,47760,close_contact,0.23
29424,9704,shared_space,0.24
47218,46112,close_contact,0.17
2220,20613,shared_space,0.17
19241,49597,close_contact,0.07
10725,42565,shared_space,0.11
4528,22198,close_contact,0.13
33750,12295,shared_space,0.1
21945,360,close_contact,0.09
2196,38499,shared_space,0.1
24952,39535,shared_space,0.23
525,12193,close_contact,0.11
7275,2341,close_contact,0.15
2871,13956,shared_space,0.07
19087,21317,shared_space,0.15
20749,40589,shared_space,0.21
10618,30112,shared_space,0.17
31050,9474,shared_space,0.18
20478,32608,close_contact,0.1
17881,34216,shared_space,0.08
15977,49783,shared_space,0.19
43612,8844,close_contact,0.2
34049,3253,shared_space,0.06
20250,28661,close_contact,0.14
47357,44059,close_contact,0.19
42203,14334,close_contact,0.24
47485,4022,shared_space,0.08
30954,34801,close_contact,0.24
29703,40504,close_contact,0.09
23584,31990,close_contact,0.12
47556,1018,shared_space,0.23
37742,45398,shared_space,0.08
16869,27186,close_contact,0.24
16920,18415,shared_space,0.14
45190,12599,shared_space,0.15
29595,45025,close_contact,0.05
24502,18568,shared_space,0.16
44640,11656,shared_space,0.13
8432,48402,shared_space,0.11
36485,40918,shared_space,0.13
49118,14974,shared_space,0.14
33385,24133,shared_space,0.18
10519,21186,shared_space,0.25
44146,43491,shared_space,0.14
24256,17075,shared_space,0.11
13360,45138,shared_space,0.24
22913,17362,shared_space,0.18
33047,45385,close_contact,0.22
41397,15155,shared_space,0.18
49048,1388,close_contact,0.14
35120,14120,close_contact,0.16
45758,14426,close_contact,0.17
21494,140,close_contact,0.09
35276,9829,shared_space,0.16
21839,38577,shared_space,0.15
6237,10659,shared_space,0.16
26311,654,close_contact,0.08
29987,36742,shared_space,0.2
13872,38392,shared_space,0.17
43460,41760,close_contact,0.16
8432,11968,close_contact,0.15
45523,22693,shared_space,0.18
506,22364,close_contact,0.16
1100,1632,shared_space,0.15
7572,20321,close_contact,0.15
6994,29618,close_contact,0.13
19643,21454,close_contact,0.17
5954,48327,shared_space,0.18
48042,49933,shared_space,0.21
30817,40693,shared_space,0.11
11373,29099,close_contact,0.08
26144,23663,shared_space,0.21
40662,38745,shared_space,0.22
22385,37063,close_contact,0.06
42639,5216,close_contact,0.21
14206,2015,close_contact,0.25
34320,7437,shared_space,0.1
20028,5876,close_contact,0.12
8186,6699,shared_space,0.09
9408,33254,shared_space,0.14
14190,37775,shared_space,0.23
26997,7670,close_contact,0.11
36334,23683,shared_space,0.24
15802,24859,shared_space,0.13
32573,22193,close_contact,0.08
47223,4007,close_contact,0.16
38348,31275,close_contact,0.2
19773,27164,shared_space,0.22
3627,4301,close_contact,0.16
12229,36841,shared_space,0.09
38817,4402,shared_space,0.22
10282,38009,shared_space,0.23
7110,43774,close_contact,0.1
27995,23755,shared_space,0.1
49617,27608,close_contact,0.1
49284,1544,close_contact,0.06
12030,7929,close_contact,0.2
21087,27724,shared_space,0.21
14740,22200,shared_space,0.22
2178,3708,shared_space,0.13
29027,41907,close_contact,0.16
30267,46323,close_contact,0.11
4412,35203,shared_space,0.16
43612,32677,close_contact,0.11
49581,24,shared_space,0.07
44956,7790,close_contact,0.2
8454,28498,close_contact,0.17
41119,33424,shared_space,0.2
34710,38553,shared_space,0.17
18807,49978,close_contact,0.06
38030,39704,close_contact,0.23
6970,17855,shared_space,0.17
35407,27119,shared_space,0.1
23969,9338,shared_space,0.14
13097,13554,shared_space,0.24
1895,39471,close_contact,0.1
6846,27128,shared_space,0.16
24647,6370,close_contact,0.09
5193,46693,close_contact,0.11
16227,36972,close_contact,0.06
48706,16558,shared_space,0.19
40922,27689,close_contact,0.09
17900,2623,close_contact,0.16
11230,9193,shared_space,0.14
3888,37312,close_contact,0.11
4687,21325,shared_space,0.21
16499,13876,close_contact,0.09
41926,35867,shared_space,0.16
46359,15834,shared_space,0.13
21166,6038,close_contact,0.16
31244,14255,shared_space,0.17
23711,16608,close_contact,0.2
20669,45655,close_contact,0.24
20484,4913,shared_space,0.12
7993,40490,shared_space,0.06
33200,10179,close_contact,0.14
45157,9428,shared_space,0.16
1091,6573,shared_space,0.16
13096,9207,shared_space,0.19
45333,36283,shared_space,0.1
11424,39926,shared_space,0.12
32577,24771,close_contact,0.1
3254,18187,close_contact,0.23
49366,35156,shared_space,0.22
28361,38118,shared_space,0.11
30725,37936,close_contact,0.18
9180,33615,close_contact,0.15
40686,31382,shared_space,0.12
10165,39099,shared_space,0.19
22950,22669,close_contact,0.18
8915,39520,shared_space,0.2
27853,42822,close_contact,0.14
48208,35461,shared_space,0.14
42908,44782,shared_space,0.05
9591,39402,close_contact,0.09
36993,20102,close_contact,0.09
20734,32036,close_contact,0.22
36820,12689,close_contact,0.23
43078,26482,shared_space,0.08
8782,35587,close_contact,0.12
45913,47188,close_contact,0.24
41778,29394,shared_space,0.16
40186,41157,shared_space,0.11
34151,42703,shared_space,0.15
40047,47545,shared_space,0.1
45393,36184,close_contact,0.12
17573,36248,shared_space,0.22
2762,1083,shared_space,0.21
38763,14955,close_contact,0.21
41795,15021,shared_space,0.1
16487,38217,shared_space,0.24
39094,29591,close_contact,0.2
11379,34933,shared_space,0.13
33978,37817,shared_space,0.24
44419,16712,close_contact,0.23
2895,39420,close_contact,0.11
36680,9784,close_contact,0.18
22018,17143,close_contact,0.14
39113,25901,shared_space,0.12
25715,24814,shared_space,0.06
33583,34597,close_contact,0.24
38485,28611,close_contact,0.16
5859,3197,close_contact,0.18
39379,324,shared_space,0.12
21545,33886,shared_space,0.22
34159,17088,close_contact,0.25
24866,30108,close_contact,0.07
34634,21645,close_contact,0.17
20202,16074,shared_space,0.08
10230,48786,shared_space,0.11
29758,4053,shared_space,0.18
38847,29390,close_contact,0.13
21337,29679,shared_space,0.2
27387,21537,shared_space,0.22
23488,32263,close_contact,0.1
30566,41433,shared_space,0.09
2542,13529,shared_space,0.23
33986,8223,shared_space,0.17
2979,46665,shared_space,0.16
28953,36407,close_contact,0.21
37878,28592,close_contact,0.21
31029,10977,close_contact,0.17
20576,14217,close_contact,0.1
45199,26772,shared_space,0.17
19909,49418,shared_space,0.06
41279,43463,close_contact,0.16
43856,23648,close_contact,0.16
23774,6323,shared_space,0.08
41851,605,shared_space,0.11
30647,27265,close_contact,0.16
31250,34961,shared_space,0.08
40335,24062,close_contact,0.22
16430,8482,close_contact,0.15
21998,22010,close_contact,0.07
38291,44160,close_contact,0.22
30829,11222,shared_space,0.24
11773,92,close_contact,0.2
30899,46609,close_contact,0.1
11844,30853,shared_space,0.21
48452,5944,close_contact,0.09
6052,9062,close_contact,0.23
4305,21659,close_contact,0.06
15411,13483,shared_space,0.08
21140,16247,shared_space,0.14
26780,12947,close_contact,0.07
31960,44215,close_contact,0.23
13766,36975,shared_space,0.24
7555,42733,close_contact,0.15
1848,281,shared_space,0.17
26048,29540,shared_space,0.19
2844,12238,close_contact,0.11
70,3870,close_contact,0.11
49809,7536,shared_space,0.16
1091,8826,close_contact,0.07
24526,14011,close_contact,0.1
64,23225,shared_space,0.21
47108,48736,shared_space,0.19
22193,31158,shared_space,0.2
35343,1917,close_contact,0.19
26925,16677,shared_space,0.18
36505,12032,shared_space,0.08
20275,22363,close_contact,0.2
5383,17018,shared_space,0.07
12841,19140,shared_space,0.2
26292,22043,close_contact,0.21
9759,32961,shared_space,0.21
18395,17271,close_contact,0.22
47381,43529,close_contact,0.11
33415,10504,shared_space,0.13
1599,18754,close_contact,0.08
5599,33714,shared_space,0.09
18399,17569,shared_space,0.23
39745,40086,close_contact,0.24
3234,5071,shared_space,0.25
44427,5383,shared_space,0.08
36832,29108,close_contact,0.05
2560,7874,shared_space,0.06
15797,39515,close_contact,0.18
10042,31829,close_contact,0.06
46478,46039,shared_space,0.22
22113,39920,close_contact,0.22
3346,24837,shared_space,0.13
19527,35512,close_contact,0.2
24553,14454,shared_space,0.15
31912,13213,shared_space,0.13
48389,40421,shared_space,0.09
36238,3400,shared_space,0.08
41225,42480,shared_space,0.22
36208,14089,shared_space,0.14
49236,43028,shared_space,0.24
1411,43382,close_contact,0.2
31134,34125,shared_space,0.17
17816,26435,close_contact,0.07
2468,29966,close_contact,0.2
9202,30631,close_contact,0.17
25001,48190,close_contact,0.1
17957,41239,close_contact,0.2
43612,6590,shared_space,0.15
47651,40158,shared_space,0.1
11971,21721,close_contact,0.07
40369,48260,close_contact,0.06
19227,47542,shared_space,0.06
33170,2178,shared_space,0.15
9898,38231,shared_space,0.08
35072,37268,close_contact,0.09
41479,6767,shared_space,0.16
32695,4308,shared_space,0.22
709,9213,close_contact,0.17
33071,13871,shared_space,0.12
10061,19916,shared_space,0.07
47247,39788,close_contact,0.1
37440,41916,shared_space,0.19
49217,25844,shared_space,0.07
8099,8129,shared_space,0.08
362,38183,shared_space,0.21
37600,7548,close_contact,0.22
37449,45500,shared_space,0.15
47826,1142,shared_space,0.17
21513,20596,close_contact,0.13
31074,47522,close_contact,0.16
45551,17607,shared_space,0.08
37603,49483,shared_space,0.24
27125,27303,close_contact,0.08
49797,35274,close_contact,0.06
21660,31795,close_contact,0.23
45907,32640,shared_space,0.18
16985,19572,shared_space,0.15
28370,21352,close_contact,0.22
49441,33739,shared_space,0.09
30893,25122,shared_space,0.23
48213,13491,close_contact,0.19
37980,3307,shared_space,0.23
9422,10306,shared_space,0.17
9291,41138,shared_space,0.13
25746,35266,close_contact,0.18
20193,17744,close_contact,0.11
38980,43234,close_contact,0.08
27618,26789,shared_space,0.06
30280,3730,shared_space,0.17
6387,12626,shared_space,0.13
4887,2606,close_contact,0.15
5868,34966,shared_space,0.12
760,32336,shared_space,0.08
30993,8182,close_contact,0.15
26639,48758,shared_space,0.19
32559,10836,close_contact,0.06
24271,13448,shared_space,0.15
33675,4713,shared_space,0.11
22474,24588,close_contact,0.19
16000,1526,shared_space,0.11
36144,10380,close_contact,0.1
43369,789,shared_space,0.22
30770,3981,shared_space,0.13
47952,15865,shared_space,0.1
8336,4036,close_contact,0.18
28982,7863,close_contact,0.15
4632,37230,close_contact,0.24
18611,22085,close_contact,0.05
14085,3842,shared_space,0.09
30218,6143,close_contact,0.06
34531,39083,shared_space,0.24
9451,13874,shared_space,0.07
42115,2378,shared_space,0.21
25702,19292,shared_space,0.18
15381,18239,close_contact,0.15
3255,23884,shared_space,0.07
21920,31825,close_contact,0.21
7316,36891,shared_space,0.1
4191,41572,close_contact,0.2
31424,30480,shared_space,0.22
23334,41674,shared_space,0.18
34655,35459,shared_space,0.18
43396,27801,shared_space,0.07
15494,10384,shared_space,0.11
26213,35401,close_contact,0.25
35383,11628,shared_space,0.16
3232,27980,shared_space,0.11
36857,17017,shared_space,0.23
3027,8376,close_contact,0.1
539,43333,close_contact,0.11
7087,19952,shared_space,0.2
43138,29657,shared_space,0.22
31291,15359,shared_space,0.23
41207,25276,close_contact,0.18
35454,12655,shared_space,0.05
819,22272,close_contact,0.17
39211,42393,close_contact,0.14
39702,44728,shared_space,0.17
43675,22535,close_contact,0.25
16057,16493,close_contact,0.08
35742,42835,close_contact,0.06
5374,16140,close_contact,0.24
44754,17649,close_contact,0.12
3708,28960,shared_space,0.08
9793,34099,shared_space,0.05
37096,36060,close_contact,0.19
26936,38874,shared_space,0.13
4990,4,shared_space,0.22
23176,10979,close_contact,0.18
24974,31471,close_contact,0.05
32491,48572,shared_space,0.05
1367,4757,close_contact,0.11
5111,33599,shared_space,0.1
37578,40138,close_contact,0.15
47519,47659,close_contact,0.1
30125,26379,close_contact,0.21
30641,16102,close_contact,0.22
3346,18284,close_contact,0.11
19217,15138,close_contact,0.08
48934,46080,close_contact,0.17
36160,3065,close_contact,0.12
38431,16861,shared_space,0.23
14765,24121,shared_space,0.17
5040,16881,close_contact,0.18
14019,40305,close_contact,0.18
16012,31470,shared_space,0.12
7469,813,close_contact,0.09
15601,46912,close_contact,0.08
13354,31948,shared_space,0.18
47225,21173,close_contact,0.23
20368,21928,shared_space,0.17
41300,46685,shared_space,0.25
13621,12738,shared_space,0.2
38921,38511,close_contact,0.08
16914,25962,close_contact,0.2
7731,18729,close_contact,0.08
34218,10240,shared_space,0.18
20794,6407,shared_space,0.22
38902,8138,shared_space,0.23
25985,31667,close_contact,0.14
28899,7728,shared_space,0.25
32904,7969,shared_space,0.13
33819,43897,shared_space,0.13
35151,28316,close_contact,0.17
13926,3421,close_contact,0.11
49015,42864,close_contact,0.2
48398,9256,shared_space,0.12
12516,11447,close_contact,0.15
24340,8752,close_contact,0.11
1315,29958,shared_space,0.17
20768,13065,close_contact,0.18
24159,21927,close_contact,0.07
31741,32345,close_contact,0.08
9390,49194,close_contact,0.16
28183,43130,shared_space,0.13
20487,40644,close_contact,0.15
6706,26568,shared_space,0.22
16823,33506,shared_space,0.21
47575,9433,close_contact,0.22
828,31624,shared_space,0.24
4925,34669,close_contact,0.09
49962,25834,close_contact,0.09
21199,19172,shared_space,0.06
5866,33510,close_contact,0.06
41043,405,shared_space,0.18
18514,1639,shared_space,0.19
8857,13232,shared_space,0.06
45554,26721,close_contact,0.19
46839,29992,close_contact,0.14
38011,19094,close_contact,0.13
14913,10556,shared_space,0.05
5224,14792,close_contact,0.2
12395,25147,shared_space,0.16
13691,7094,shared_space,0.16
41912,33408,close_contact,0.24
30769,33903,close_contact,0.21
47378,48852,shared_space,0.22
47920,28078,shared_space,0.17
21093,49670,shared_space,0.18
49269,48429,shared_space,0.11
13200,43039,shared_space,0.12
41742,25858,close_contact,0.07
3988,5028,shared_space,0.17
44141,32819,shared_space,0.09
9943,46108,shared_space,0.2
3317,26105,shared_space,0.13
45157,10480,shared_space,0.14
2478,13510,shared_space,0.23
38140,25779,shared_space,0.07
42180,10324,shared_space,0.16
1086,13711,close_contact,0.16
18329,35382,shared_space,0.21
24305,11677,shared_space,0.23
20066,36795,shared_space,0.12
10648,41671,close_contact,0.13
37353,7721,close_contact,0.19
30039,15683,shared_space,0.2
35696,22829,close_contact,0.09
45888,23637,close_contact,0.12
46012,32318,shared_space,0.09
36968,20493,close_contact,0.08
32688,26339,shared_space,0.05
25533,22558,close_contact,0.19
44230,16963,close_contact,0.18
40243,8158,close_contact,0.12
13990,37387,close_contact,0.16
25536,9481,shared_space,0.11
10021,45499,close_contact,0.07
39892,22011,shared_space,0.11
4636,6629,close_contact,0.15
35812,9244,close_contact,0.06
25887,6576,shared_space,0.17
35977,40647,close_contact,0.2
46924,29412,shared_space,0.16
49342,35596,shared_space,0.16
19102,14723,shared_space,0.16
18946,35244,close_contact,0.07
35190,6015,shared_space,0.18
8552,24316,shared_space,0.08
11706,31271,shared_space,0.21
31001,31802,close_contact,0.08
8780,43897,close_contact,0.16
29987,45965,shared_space,0.08
7162,23021,shared_space,0.21
38658,22283,shared_space,0.18
44352,47311,close_contact,0.17
427,13051,close_contact,0.16
26678,37725,close_contact,0.24
21686,24589,close_contact,0.15
2929,48926,close_contact,0.06
24955,12249,shared_space,0.1
40192,32080,close_contact,0.22
37098,13039,shared_space,0.12
45657,2566,close_contact,0.21
13155,17644,shared_space,0.06
33332,13602,close_contact,0.15
39901,37569,shared_space,0.15
10652,29459,close_contact,0.12
16368,36259,close_contact,0.12
4724,3681,shared_space,0.1
32836,42619,shared_space,0.16
39204,21623,shared_space,0.16
7363,12936,close_contact,0.23
21318,7823,close_contact,0.17
25213,3166,close_contact,0.16
40928,6275,shared_space,0.22
48263,250,shared_space,0.09
35851,28973,close_contact,0.14
11720,46409,close_contact,0.17
28087,47770,shared_space,0.18
16898,31000,shared_space,0.07
40194,3954,shared_space,0.09
2588,13342,close_contact,0.06
17428,4045,close_contact,0.17
15004,13873,close_contact,0.12
30000,32857,shared_space,0.07
40230,29406,shared_space,0.11
6557,32162,shared_space,0.07
3816,6219,shared_space,0.13
36408,26652,close_contact,0.21
38648,10200,shared_space,0.25
34664,30459,shared_space,0.17
34328,12892,shared_space,0.24
5594,43052,shared_space,0.05
14348,3182,shared_space,0.17
4559,12217,shared_space,0.12
5861,11206,shared_space,0.17
12843,27309,shared_space,0.14
20095,1788,close_contact,0.18
43545,16302,shared_space,0.24
31726,45274,shared_space,0.15
10914,36076,shared_space,0.24
18235,24751,close_contact,0.06
21953,42231,shared_space,0.18
24487,5503,close_contact,0.18
22248,22994,shared_space,0.17
30670,11610,close_contact,0.21
43290,11492,shared_space,0.18
29918,37098,close_contact,0.19
22669,3017,close_contact,0.2
25731,37643,close_contact,0.22
9270,21,close_contact,0.16
47420,36617,close_contact,0.21
17456,24118,close_contact,0.23
15045,27278,shared_space,0.07
26042,32069,close_contact,0.18
49960,16543,shared_space,0.19
38879,44610,close_contact,0.21
43674,13530,shared_space,0.22
27310,22222,close_contact,0.24
28150,13978,close_contact,0.15
48753,43075,close_contact,0.13
575,11770,shared_space,0.13
21641,36326,shared_space,0.22
16696,14497,close_contact,0.2
20124,43041,close_contact,0.2
6434,21527,shared_space,0.24
23709,41435,close_contact,0.09
32341,22261,close_contact,0.24
44291,31594,close_contact,0.21
38335,12981,shared_space,0.08
19481,38664,shared_space,0.23
18105,21153,close_contact,0.22
49785,32712,close_contact,0.1
8196,36124,close_contact,0.17
18053,35339,shared_space,0.06
36085,39346,close_contact,0.12
4018,39162,shared_space,0.11
13458,38103,close_contact,0.18
17519,48204,shared_space,0.09
32004,15109,shared_space,0.19
22533,5420,close_contact,0.12
5221,45077,close_contact,0.12
13097,16067,close_contact,0.25
25154,16545,shared_space,0.12
40701,15415,shared_space,0.16
4917,40789,shared_space,0.1
21980,43407,close_contact,0.18
6004,47285,close_contact,0.16
17138,16174,close_contact,0.21
3885,46323,shared_space,0.24
18581,47932,shared_space,0.22
26585,28266,close_contact,0.24
7822,8247,shared_space,0.07
42472,40177,close_contact,0.05
21170,45604,shared_space,0.09
30147,21853,shared_space,0.12
13452,47231,shared_space,0.09
11767,39399,shared_space,0.24
39764,11525,shared_space,0.08
18452,33557,shared_space,0.16
37729,24401,close_contact,0.17
14703,69,close_contact,0.08
28783,7771,shared_space,0.07
8875,22851,shared_space,0.13
47057,1979,close_contact,0.2
46472,33574,close_contact,0.24
22821,28000,close_contact,0.16
19700,15262,close_contact,0.1
9079,27845,close_contact,0.05
26495,30260,close_contact,0.07
42210,13700,close_contact,0.18
40077,14556,close_contact,0.18
46144,36094,close_contact,0.1
27439,22294,shared_space,0.19
22423,34860,close_contact,0.23
12909,44380,shared_space,0.13
24266,19911,shared_space,0.15
42966,48425,close_contact,0.13
22527,27079,shared_space,0.05
8429,23811,close_contact,0.09
9561,42156,close_contact,0.1
42982,15364,close_contact,0.14
38481,34094,close_contact,0.22
28552,641,shared_space,0.1
12810,42608,close_contact,0.06
12929,33490,shared_space,0.05
3094,45508,shared_space,0.12
31287,13916,close_contact,0.14
25143,13153,close_contact,0.14
37781,22567,close_contact,0.15
12459,3511,shared_space,0.09
39379,45806,shared_space,0.12
43258,36023,shared_space,0.09
45011,10584,shared_space,0.16
28313,44067,shared_space,0.14
25579,6569,close_contact,0.19
9297,4609,shared_space,0.07
29792,4997,shared_space,0.24
13256,42008,close_contact,0.17
2968,19132,shared_space,0.18
30052,6908,close_contact,0.05
29656,41486,shared_space,0.25
9764,23891,close_contact,0.08
34541,4649,close_contact,0.18
15983,8869,shared_space,0.18
844,23310,shared_space,0.25
43635,10822,shared_space,0.11
42621,36154,close_contact,0.25
24602,39683,shared_space,0.23
6129,7959,close_contact,0.11
37727,21351,close_contact,0.12
12191,11255,shared_space,0.1
38613,47326,close_contact,0.15
19191,44651,shared_space,0.16
5836,18078,close_contact,0.08
22895,5860,close_contact,0.15
3748,23589,shared_space,0.07
47940,34925,close_contact,0.15
11380,43769,shared_space,0.1
36284,1329,close_contact,0.24
44310,9421,close_contact,0.1
12495,49064,close_contact,0.15
2862,6952,shared_space,0.07
23202,4998,close_contact,0.21
7180,17830,close_contact,0.12
48029,16766,shared_space,0.22
3284,23907,close_contact,0.14
10576,15311,close_contact,0.17
48051,49833,close_contact,0.05
41460,36391,close_contact,0.22
29714,28561,shared_space,0.18
18969,37949,close_contact,0.09
2764,2599,close_contact,0.22
36801,18830,close_contact,0.2
28771,4892,shared_space,0.1
40525,36857,shared_space,0.24
28998,39419,shared_space,0.22
10068,48686,shared_space,0.06
28682,29303,shared_space,0.07
28576,7435,close_contact,0.22
1038,44183,close_contact,0.06
39279,22275,shared_space,0.15
43752,22807,close_contact,0.21
43535,29779,shared_space,0.11
23805,39637,shared_space,0.12
41715,20334,shared_space,0.13
8576,2006,close_contact,0.07
21247,40683,close_contact,0.11
36216,32667,shared_space,0.2
39135,8786,close_contact,0.07
26206,9990,close_contact,0.19
35682,18495,close_contact,0.08
13595,35212,shared_space,0.1
46515,38942,shared_space,0.09
42962,14569,shared_space,0.06
25467,17562,shared_space,0.17
14347,4201,shared_space,0.18
16574,4206,shared_space,0.19
44938,28688,shared_space,0.14
42410,10830,close_contact,0.19
29583,7815,close_contact,0.22
41013,35934,shared_space,0.18
39527,30604,close_contact,0.24
22839,10390,shared_space,0.15
8005,7022,shared_space,0.09
13119,11798,shared_space,0.16
8326,3771,shared_space,0.11
273,24846,shared_space,0.19
2666,47019,shared_space,0.2
3183,32349,shared_space,0.17
28772,31558,close_contact,0.17
38921,1343,shared_space,0.17
20351,635,close_contact,0.08
24638,37049,close_contact,0.17
44793,20440,close_contact,0.14
17910,47445,shared_space,0.07
34993,11949,shared_space,0.14
20089,45201,close_contact,0.11
20323,6722,close_contact,0.22
30398,28871,close_contact,0.08
48555,40037,shared_space,0.24
6865,46827,close_contact,0.19
28613,5282,close_contact,0.24
36176,23611,close_contact,0.11
38218,18251,close_contact,0.11
5923,37439,close_contact,0.15
19098,1105,close_contact,0.16
34937,29652,shared_space,0.11
27873,45628,shared_space,0.13
7715,19944,close_contact,0.13
12286,38028,close_contact,0.1
9525,8554,close_contact,0.08
33778,20011,close_contact,0.19
47598,36443,close_contact,0.11
49903,4662,close_contact,0.22
6121,20988,shared_space,0.05
43398,8035,shared_space,0.06
16792,20025,shared_space,0.23
20819,42931,close_contact,0.07
39539,35962,close_contact,0.05
49230,28832,shared_space,0.12
28599,47226,close_contact,0.12
33869,45429,close_contact,0.06
14154,18179,shared_space,0.07
25883,17355,close_contact,0.15
3579,23856,shared_space,0.16
38540,33498,close_contact,0.18
10651,39602,close_contact,0.13
34697,19287,shared_space,0.18
5472,16256,close_contact,0.11
7493,17448,shared_space,0.19
44699,17416,shared_space,0.09
24285,18571,close_contact,0.11
33438,13125,shared_space,0.19
7204,3332,close_contact,0.15
5680,6981,shared_space,0.12
16382,380,close_contact,0.16
35069,23563,shared_space,0.07
42170,13843,shared_space,0.18
498,47582,shared_space,0.2
47802,12586,shared_space,0.09
8186,16391,close_contact,0.24
24994,1860,close_contact,0.11
28203,31847,close_contact,0.1
13068,42415,close_contact,0.09
21067,2872,close_contact,0.21
19211,25096,close_contact,0.15
8899,965,shared_space,0.08
43984,10477,shared_space,0.13
42328,37984,close_contact,0.11
21478,27612,close_contact,0.11
48785,25172,shared_space,0.16
42736,17432,close_contact,0.09
44840,1265,close_contact,0.25
49143,23656,shared_space,0.2
21325,15058,shared_space,0.1
7017,18474,close_contact,0.05
32702,25582,shared_space,0.18
29420,37374,close_contact,0.1
1330,6049,close_contact,0.23
20010,32243,close_contact,0.14
35688,41252,close_contact,0.11
15402,10535,close_contact,0.16
30170,34490,close_contact,0.08
27129,6583,shared_space,0.18
22848,24308,shared_space,0.14
42862,3531,shared_space,0.09
37626,6954,shared_space,0.06
31890,27149,shared_space,0.2
26131,4809,shared_space,0.19
38773,39948,close_contact,0.12
20412,28141,close_contact,0.18
10539,41754,shared_space,0.11
10338,37637,close_contact,0.06
14673,17661,close_contact,0.13
40222,18617,shared_space,0.11
48414,29167,shared_space,0.13
24202,2577,close_contact,0.19
39391,8613,shared_space,0.15
49305,23974,close_contact,0.17
37880,34891,close_contact,0.23
31578,36263,shared_space,0.13
5101,10328,shared_space,0.24
34540,10698,close_contact,0.16
33788,28871,close_contact,0.24
45004,19357,shared_space,0.21
14917,39415,shared_space,0.09
57,29917,close_contact,0.08
29506,5988,shared_space,0.11
44505,3249,close_contact,0.13
21916,11814,close_contact,0.21
46805,31623,close_contact,0.18
36432,42365,shared_space,0.2
22994,5104,shared_space,0.1
22731,24644,shared_space,0.21
40377,25302,close_contact,0.23
4409,13564,close_contact,0.1
29555,10688,close_contact,0.22
15540,2607,shared_space,0.14
19269,1236,shared_space,0.24
40384,9434,close_contact,0.19
25522,47051,close_contact,0.07
49393,47301,close_contact,0.25
11342,32773,close_contact,0.23
9716,19427,close_contact,0.08
40232,23044,shared_space,0.14
